id,date_key,item_id,rep_id,checked_at
cd530445-549d-40b6-94d6-40dd93a41bd2,2026-06-24,pm-6,c6632466-befd-416f-abea-f0cfaa311ae1,1782336863639
59576357-d427-48ec-9276-15175c4bc931,2026-06-25,lm-1,c6632466-befd-416f-abea-f0cfaa311ae1,1782421069120
574059ba-f1e6-4419-b35d-563abdea9b18,2026-06-25,lm-2,c6632466-befd-416f-abea-f0cfaa311ae1,1782421069767
76cc34bd-94c2-4837-a3fa-f4798ac08db3,2026-06-25,ps-1,c6632466-befd-416f-abea-f0cfaa311ae1,1782421070517
e12808bb-8711-4104-9fb7-fc7c48dc8ddf,2026-06-25,ps-2,c6632466-befd-416f-abea-f0cfaa311ae1,1782421071284
41eb2dd4-d6b3-493d-9287-a741de5abf2e,2026-06-25,pm-1,c6632466-befd-416f-abea-f0cfaa311ae1,1782421073025
aa260e71-27ba-4d09-af98-57d3b480c866,2026-06-25,lm-1,ffce980a-6090-482c-a11d-b7f969f696d7,1782421326002
edc9dc69-d677-4ffe-b614-9261e05c1195,2026-06-25,lm-2,ffce980a-6090-482c-a11d-b7f969f696d7,1782421326607
866d62ec-6de0-43bb-9e1d-a58a7bd1456b,2026-06-25,ps-1,ffce980a-6090-482c-a11d-b7f969f696d7,1782421388110
2a0f82e0-9ec9-4aac-9626-4c27e7f3dffc,2026-06-25,ps-2,ffce980a-6090-482c-a11d-b7f969f696d7,1782421388833
f4c3686c-790b-41f7-bbc4-309345e13e7e,2026-06-25,pm-1,ffce980a-6090-482c-a11d-b7f969f696d7,1782421765288
fbd8f3dd-d897-4a38-a056-36f6c37b433a,2026-06-25,pm-4,ffce980a-6090-482c-a11d-b7f969f696d7,1782421779181
4f1800c5-cdcf-4db7-8db9-dde4b62f83c6,2026-06-25,lm-1,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422322477
e2fa7b42-2ce4-4f32-b5e1-01140d7d277f,2026-06-25,lm-2,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422322666
6162aa8e-eebf-4739-a3d3-3ab1390a969f,2026-06-25,ps-1,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422324267
bc849eb6-9ad8-468b-af62-9455b9827fa2,2026-06-25,ps-2,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422325775
99180815-f92d-47e5-8d97-bf88ac1d9a32,2026-06-25,pm-1,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422328055
859012aa-8893-4fde-958b-2d69831318c5,2026-06-25,pm-2,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422329010
fcec8c50-af4c-4cd8-84af-f1f3387be5ae,2026-06-25,pm-3,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422331475
840cd9a7-f3ca-41c3-bb6c-4ce3fb19affa,2026-06-25,pm-4,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422333126
35afcead-bcec-4644-abec-a6da36e1178e,2026-06-25,pm-5,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422334299
1e7882e3-1b42-4eda-92c7-5f50eef71714,2026-06-25,pm-6,4c31f12c-52dd-45e7-aa2b-6a0e78e70055,1782422339045
39ba8767-b733-4e43-96bc-0d9d27537a56,2026-06-25,pm-2,ffce980a-6090-482c-a11d-b7f969f696d7,1782423999087
9a601491-6d9e-45d8-85a2-fb26fbc879a4,2026-06-25,pm-6,ffce980a-6090-482c-a11d-b7f969f696d7,1782423999565
cdd92f01-0622-4e69-907e-5373f69c417f,2026-06-25,pm-2,c6632466-befd-416f-abea-f0cfaa311ae1,1782425602643
ecc6bdf0-169a-4905-8716-d2f9f93ebd1b,2026-06-25,pm-3,c6632466-befd-416f-abea-f0cfaa311ae1,1782425603071
707c650b-ce23-4905-b70c-a3a5622e9c5e,2026-06-25,pm-4,c6632466-befd-416f-abea-f0cfaa311ae1,1782425604005
a26cd565-44b3-42bb-a1c8-f91a50d3c23e,2026-06-25,pm-5,c6632466-befd-416f-abea-f0cfaa311ae1,1782425606402
7e8a5e25-0db1-4d0c-82a7-a9243b610efe,2026-06-25,pm-6,c6632466-befd-416f-abea-f0cfaa311ae1,1782425608848
